Date,AQI,Temp_C
2023-09-25,26,
2023-09-26,25,
2023-09-27,23,
2023-09-28,21,
2023-09-29,24,
2023-09-30,22,
2023-10-01,24,
2023-10-02,22,
2023-10-03,23,
2023-10-04,38,
2023-10-05,39,
2023-10-06,38,
2023-10-07,30,
2023-10-08,31,
2023-10-09,31,
2023-10-10,28,
2023-10-11,24,
2023-10-12,23,
2023-10-13,27,
2023-10-14,27,
2023-10-15,25,
2023-10-16,21,
2023-10-17,15,
2023-10-18,33,
2023-10-19,43,
2023-10-20,32,
2023-10-21,30,
2023-10-22,23,
2023-10-23,25,
2023-10-24,30,
2023-10-25,31,
2023-10-26,29,
2023-10-27,26,
2023-10-28,29,
2023-10-29,31,
2023-10-30,32,
2023-10-31,39,
2023-11-01,36,
2023-11-02,37,
2023-11-03,29,
2023-11-04,16,
2023-11-05,27,
2023-11-06,31,
2023-11-07,28,
2023-11-08,26,
2023-11-09,22,
2023-11-10,32,
2023-11-11,32,
2023-11-12,33,
2023-11-13,26,
2023-11-14,32,
2023-11-15,29,
2023-11-16,30,
2023-11-17,25,
2023-11-18,31,
2023-11-19,29,
2023-11-20,26,
2023-11-21,33,
2023-11-22,37,
2023-11-23,29,
2023-11-24,29,
2023-11-25,26,
2023-11-26,29,
2023-11-27,38,
2023-11-28,39,
2023-11-29,23,
2023-11-30,31,
2023-12-01,28,
2023-12-02,25,
2023-12-03,25,
2023-12-04,24,
2023-12-05,5,
2023-12-06,30,
2023-12-07,32,
2023-12-08,25,
2023-12-09,22,
2023-12-10,22,
2023-12-11,7,
2023-12-12,22,
2023-12-13,32,
2023-12-14,37,
2023-12-15,34,
2023-12-16,39,
2023-12-17,33,
2023-12-18,31,
2023-12-19,33,
2023-12-20,30,
2023-12-21,29,
2023-12-22,22,
2023-12-23,22,
2023-12-24,21,
2023-12-25,21,
2023-12-26,30,
2023-12-27,26,
2023-12-28,25,
2023-12-29,31,
2023-12-30,28,
2023-12-31,20,
2024-01-01,25,
2024-01-02,34,
2024-01-03,31,
2024-01-04,26,
2024-01-05,25,
2024-01-06,30,
2024-01-07,25,
2024-01-08,29,
2024-01-09,28,
2024-01-10,31,
2024-01-11,26,
2024-01-12,26,
2024-01-13,29,
2024-01-14,23,
2024-01-15,23,
2024-01-16,25,
2024-01-17,26,
2024-01-18,26,
2024-01-19,21,
2024-01-20,29,
2024-01-21,28,
2024-01-22,27,
2024-01-23,28,
2024-01-24,28,
2024-01-25,29,
2024-01-26,31,
2024-01-27,29,
2024-01-28,27,
2024-01-29,38,
2024-01-30,31,
2024-01-31,33,
2024-02-01,31,
2024-02-02,31,
2024-02-03,30,
2024-02-04,31,
2024-02-05,30,
2024-02-06,25,
2024-02-07,31,
2024-02-08,26,
2024-02-09,25,
2024-02-10,24,
2024-02-11,22,
2024-02-12,24,
2024-02-13,27,
2024-02-14,31,
2024-02-15,29,
2024-02-16,34,
2024-02-17,30,
2024-02-18,34,
2024-02-19,34,
2024-02-20,30,
2024-02-21,29,
2024-02-22,30,
2024-02-23,25,
2024-02-24,27,
2024-02-25,31,
2024-02-26,30,
2024-02-27,27,
2024-02-28,29,
2024-02-29,8,
